"Carimbo de data/hora","Nome (operador)","#TICKET","CONTRATO"
"2023/06/19 10:39:23 AM GMT-3","Henrique Freitag","Ticket #70627","PJ EMPRESARIAL"
"2023/06/19 10:39:27 AM GMT-3","Davi","Ticket #70632","PF"
"2023/06/19 10:39:53 AM GMT-3","Davi","Ticket #70625","PJ EMPRESARIAL"
"2023/06/19 10:39:54 AM GMT-3","Henrique Freitag","Ticket #70627","PJ EMPRESARIAL"
"2023/06/19 10:40:16 AM GMT-3","Henrique Freitag","Ticket #70628","PJ COLETIVO POR ADESÃO"
"2023/06/19 10:40:30 AM GMT-3","vanessa gallardo","chat 36044920230619192494","PJ COLETIVO POR ADESÃO"
"2023/06/19 10:40:45 AM GMT-3","Henrique Freitag","Ticket #70635","INTERCAMBIO"
"2023/06/19 10:41:03 AM GMT-3","Henrique Freitag","Ticket #70636","UFSC"
"2023/06/19 10:41:44 AM GMT-3","vanessa gallardo","chat 36044920230619006898","PJ EMPRESARIAL"
"2023/06/19 10:41:45 AM GMT-3","Caleb","Ticket: #70620","PJ COLETIVO POR ADESÃO"
"2023/06/19 10:42:10 AM GMT-3","Caleb","Ticket: #70638","PJ EMPRESARIAL"
"2023/06/19 10:42:28 AM GMT-3","Milena","Ticket: #70578","PF"
"2023/06/19 10:44:15 AM GMT-3","Henrique Freitag","Ticket #70637","INTERCAMBIO"
"2023/06/19 10:44:42 AM GMT-3","Henrique Freitag","Ticket #70640","UFSC"
"2023/06/19 10:46:31 AM GMT-3","Milena","Ticket: #70617","PJ COLETIVO POR ADESÃO"
"2023/06/19 10:47:21 AM GMT-3","Caleb","Ticket: #70639","PJ EMPRESARIAL"
"2023/06/19 10:48:24 AM GMT-3","Sara zimmermann","Ticket:#70557","PJ COLETIVO POR ADESÃO"
"2023/06/19 10:48:29 AM GMT-3","Natalia","Ticket: #70630","INTERCAMBIO"
"2023/06/19 10:48:39 AM GMT-3","Henrique Freitag","Ticket #70647","PJ EMPRESARIAL"
"2023/06/19 10:48:57 AM GMT-3","Natalia","Ticket: #70633","PJ EMPRESARIAL"
"2023/06/19 10:49:04 AM GMT-3","Henrique Freitag","Ticket #70629","PJ EMPRESARIAL"
"2023/06/19 10:49:52 AM GMT-3","Henrique Freitag","Ticket #70648","PF"
"2023/06/19 10:50:17 AM GMT-3","Henrique Freitag","Ticket #70647","PJ EMPRESARIAL"
"2023/06/19 10:51:29 AM GMT-3","Caleb","Ticket: #70650","INTERCAMBIO"
"2023/06/19 10:52:31 AM GMT-3","Caleb","Ticket: #70649","PJ EMPRESARIAL"
"2023/06/19 10:54:07 AM GMT-3","Andreia Santos","Ticket #70596","CAASC 0976"
"2023/06/19 10:55:22 AM GMT-3","VAL","Ticket #70652","INTERCAMBIO"
"2023/06/19 10:58:04 AM GMT-3","Sara ","Ticket: #70623","PJ EMPRESARIAL"
"2023/06/19 10:58:28 AM GMT-3","VAL","Ticket #70656","PJ EMPRESARIAL"
"2023/06/19 10:58:29 AM GMT-3","Henrique Freitag","Ticket #70657","INTERCAMBIO"
"2023/06/19 10:59:23 AM GMT-3","Milenna","Ticket #70662","UFSC"
"2023/06/19 11:00:02 AM GMT-3","Davi","Ticket #70660","PJ EMPRESARIAL"
"2023/06/19 11:00:06 AM GMT-3","vanessa gallardo","chat 360449202306191789","OUTROS"
"2023/06/19 11:00:41 AM GMT-3","Henrique Freitag","Ticket #70663","PJ EMPRESARIAL"
"2023/06/19 11:01:47 AM GMT-3","Henrique Freitag","Ticket #70666","PJ EMPRESARIAL"
"2023/06/19 11:02:11 AM GMT-3","vanessa gallardo","chat 36044920230619192930 - orientado entrar no whatsapp","CAASC 0025"
"2023/06/19 11:02:22 AM GMT-3","juliana","#70579","PJ EMPRESARIAL"
"2023/06/19 11:03:42 AM GMT-3","Andreia Santos","Ticket #70599","PJ COLETIVO POR ADESÃO"
"2023/06/19 11:04:49 AM GMT-3","VAL","Ticket #70670","PJ EMPRESARIAL"
"2023/06/19 11:05:36 AM GMT-3","Natalia","Ticket: #70671","PF"
"2023/06/19 11:06:02 AM GMT-3","Tamires Oliveira ","Ticket #70570","PJ EMPRESARIAL"
"2023/06/19 11:06:31 AM GMT-3","Caleb","Ticket: #70664","PJ EMPRESARIAL"
"2023/06/19 11:07:43 AM GMT-3","Jacqueline Lais ","Ticket #70658","PJ EMPRESARIAL"
"2023/06/19 11:07:47 AM GMT-3","vanessa gallardo","chat 36044920230619192545","PJ EMPRESARIAL"
"2023/06/19 11:08:42 AM GMT-3","vanessa gallardo","chat 36044920230619192547","PJ COLETIVO POR ADESÃO"
"2023/06/19 11:09:52 AM GMT-3","VAL","Ticket #70674","CAASC 0025"
"2023/06/19 11:09:56 AM GMT-3","vanessa gallardo","chat 36044920230619192771","PJ EMPRESARIAL"
"2023/06/19 11:10:25 AM GMT-3","JULIANA","#70589","PJ EMPRESARIAL"
"2023/06/19 11:10:57 AM GMT-3","Milena","TICKET: #70651","PJ COLETIVO POR ADESÃO"
"2023/06/19 11:10:59 AM GMT-3","vanessa gallardo","chat 36044920230619192864","PJ EMPRESARIAL"
"2023/06/19 11:11:27 AM GMT-3","Davi","Ticket #70632","PF"
"2023/06/19 11:11:57 AM GMT-3","vanessa gallardo","chat 36044920230619192935","PF"
"2023/06/19 11:16:11 AM GMT-3","Sara zimmermann","Ticket:#70669","PJ EMPRESARIAL"
"2023/06/19 11:19:04 AM GMT-3","VAL","Ticket #70678","PJ EMPRESARIAL"
"2023/06/19 11:19:58 AM GMT-3","Tamires Oliveira ","Ticket #70583","PJ EMPRESARIAL"
"2023/06/19 11:20:00 AM GMT-3","Caleb","Ticket: #70691","PJ EMPRESARIAL"
"2023/06/19 11:20:35 AM GMT-3","Milenna","Ticket #70686","PJ EMPRESARIAL"
"2023/06/19 11:20:35 AM GMT-3","Caleb","Ticket: #70689","UFSC"
"2023/06/19 11:21:08 AM GMT-3","Francine","Ticket #70643","PJ COLETIVO POR ADESÃO"
"2023/06/19 11:22:06 AM GMT-3","Andreia Santos ","Ticket #70680","PF"
"2023/06/19 11:25:15 AM GMT-3","Natalia","Ticket: #70633","PJ EMPRESARIAL"
"2023/06/19 11:26:44 AM GMT-3","VAL","Ticket #70696","PJ EMPRESARIAL"
"2023/06/19 11:26:56 AM GMT-3","Tamires Oliveira ","Ticket #70695","PJ EMPRESARIAL"
"2023/06/19 11:27:57 AM GMT-3","Natalia","Ticket: #70671","PF"
"2023/06/19 11:29:06 AM GMT-3","Andreia Santos","Ticket #70704","PJ COLETIVO POR ADESÃO"
"2023/06/19 11:29:37 AM GMT-3","FRANCINE","Ticket #70659","PJ COLETIVO POR ADESÃO"
"2023/06/19 11:29:44 AM GMT-3","Caleb","Ticket: #70703","PJ EMPRESARIAL"
"2023/06/19 11:32:07 AM GMT-3","VAL","Ticket #70708","PJ EMPRESARIAL"
"2023/06/19 11:33:22 AM GMT-3","Milena","Ticket: #70591","PJ COLETIVO POR ADESÃO"
"2023/06/19 11:33:29 AM GMT-3","Jacqueline Lais","Ticket #70709","PJ EMPRESARIAL"
"2023/06/19 11:34:36 AM GMT-3","VAL","Ticket #70713","PJ EMPRESARIAL"
"2023/06/19 11:35:51 AM GMT-3","Caleb","Ticket: #70710","PJ COLETIVO POR ADESÃO"
"2023/06/19 11:36:02 AM GMT-3","VAL","Ticket #70712","PJ EMPRESARIAL"
"2023/06/19 11:36:19 AM GMT-3","Caleb","Ticket: #70719","PJ EMPRESARIAL"
"2023/06/19 11:37:10 AM GMT-3","Caleb","Ticket: #70721","PJ EMPRESARIAL"
"2023/06/19 11:37:28 AM GMT-3","Andreia Santos","Ticket #70642","UFSC"
"2023/06/19 11:39:29 AM GMT-3","Natalia","Ticket: #70725","INTERCAMBIO"
"2023/06/19 11:40:04 AM GMT-3","Jacqueline Lais ","Ticket #70709","PJ EMPRESARIAL"
"2023/06/19 11:41:23 AM GMT-3","vanessa gallardo","chat 36044920230619192952","PJ EMPRESARIAL"
"2023/06/19 11:42:21 AM GMT-3","vanessa gallardo","chat 36044920230619192987","PF"
"2023/06/19 11:43:27 AM GMT-3","vanessa gallardo","chat 36044920230619193010","PF"
"2023/06/19 11:44:18 AM GMT-3","vanessa gallardo","chat 36044920230619193043","PJ EMPRESARIAL"
"2023/06/19 11:46:50 AM GMT-3","vanessa gallardo","chat 36044920230619193056","PJ EMPRESARIAL"
"2023/06/19 11:48:09 AM GMT-3","francine","Ticket #70659","PJ COLETIVO POR ADESÃO"
"2023/06/19 11:48:09 AM GMT-3","vanessa gallardo","chat 36044920230619193061","PF"
"2023/06/19 11:48:46 AM GMT-3","Henrique Freitag","Ticket #70607","UFSC"
"2023/06/19 11:49:04 AM GMT-3","vanessa gallardo","chat 36044920230619193078","PJ EMPRESARIAL"
"2023/06/19 11:49:51 AM GMT-3","Jacqueline Lais","Ticket #70734","PJ EMPRESARIAL"
"2023/06/19 11:49:57 AM GMT-3","Andreia Santos","Ticket #70732","UFSC"
"2023/06/19 11:50:00 AM GMT-3","Tamires Oliveira ","Ticket #70594","PF"
"2023/06/19 11:50:10 AM GMT-3","VAL","Ticket #70729","PJ EMPRESARIAL"
"2023/06/19 11:50:54 AM GMT-3","Tamires Oliveira ","Ticket #70594","PJ EMPRESARIAL"
"2023/06/19 11:51:12 AM GMT-3","Jacqueline Lais","Ticket #70731","PJ EMPRESARIAL"
"2023/06/19 11:51:18 AM GMT-3","VAL","Ticket #70733","PJ EMPRESARIAL"
"2023/06/19 11:52:01 AM GMT-3","francine","Ticket #70645","PJ COLETIVO POR ADESÃO"
"2023/06/19 11:52:43 AM GMT-3","vanessa gallardo","chat 36044920230619193085","PJ EMPRESARIAL"
"2023/06/19 11:53:02 AM GMT-3","vanessa gallardo","chat 36044920230619193094","PJ EMPRESARIAL"
"2023/06/19 11:53:48 AM GMT-3","Natalia","Ticket: #70722","PJ COLETIVO POR ADESÃO"
"2023/06/19 11:54:10 AM GMT-3","Andreia Santos","Ticket #70723","PJ COLETIVO POR ADESÃO"
"2023/06/19 11:54:26 AM GMT-3","Francielly","Ticket #70738","CAASC 0976"
"2023/06/19 11:54:42 AM GMT-3","francine","Ticket #70661","INTERCAMBIO"
"2023/06/19 11:56:16 AM GMT-3","Francielly","Ticket: #70739","UFSC"
"2023/06/19 11:57:13 AM GMT-3","Francielly","Ticket #70743","PJ EMPRESARIAL"
"2023/06/19 11:57:44 AM GMT-3","Francielly","Ticket: #70742","OUTROS"
"2023/06/19 11:58:09 AM GMT-3","vanessa gallardo","chat 36044920230619193110","PJ EMPRESARIAL"
"2023/06/19 11:58:50 AM GMT-3","Tamires Oliveira ","Ticket #70598","PJ EMPRESARIAL"
"2023/06/19 11:59:05 AM GMT-3","Davi","Ticket #70748","PF"
"2023/06/19 11:59:44 AM GMT-3","vanessa gallardo","chat 36044920230619192966","INTERCAMBIO"
"2023/06/19 11:59:59 AM GMT-3","Davi","Ticket #70747","PJ EMPRESARIAL"
"2023/06/19 12:01:26 PM GMT-3","Davi","Ticket #70746","PJ EMPRESARIAL"
"2023/06/19 12:02:41 PM GMT-3","Natalia","Ticket: #70697","OUTROS"
"2023/06/19 12:02:53 PM GMT-3","Sara ","Ticket:#70682","PJ EMPRESARIAL"
"2023/06/19 12:02:57 PM GMT-3","Tamires Oliveira ","Ticket #70702","PJ EMPRESARIAL"
"2023/06/19 12:03:40 PM GMT-3","Sara ","Ticket:#70711","PF"
"2023/06/19 12:05:28 PM GMT-3","Davi","Ticket #70685","PJ COLETIVO POR ADESÃO"
"2023/06/19 12:05:34 PM GMT-3","Caleb","Ticket: #70753","PJ EMPRESARIAL"
"2023/06/19 12:06:34 PM GMT-3","Caleb","Ticket: #70752","UFSC"
"2023/06/19 12:09:42 PM GMT-3","VAL","Ticket #70756","PJ EMPRESARIAL"
"2023/06/19 12:11:20 PM GMT-3","VAL","Ticket #70758","UFSC"
"2023/06/19 12:11:38 PM GMT-3","Natalia","Ticket: #70727","PF"
"2023/06/19 12:18:42 PM GMT-3","Mallone","Ticket: #70763","INTERCAMBIO"
"2023/06/19 12:21:07 PM GMT-3","Mallone","Ticket: #70767","PJ EMPRESARIAL"
"2023/06/19 12:21:55 PM GMT-3","Mallone"," Ticket: #70766","PJ EMPRESARIAL"
"2023/06/19 12:28:59 PM GMT-3","Jacqueline Lais ","Ticket #70769","FUNDAÇOES"
"2023/06/19 12:29:50 PM GMT-3","Mallone","Ticket: #70765","PJ EMPRESARIAL"
"2023/06/19 12:31:09 PM GMT-3","Andreia Santos","Ticket #70745","CAASC 0976"
"2023/06/19 12:31:51 PM GMT-3","Mallone","Ticket: #70774","PJ EMPRESARIAL"
"2023/06/19 12:35:21 PM GMT-3","Mallone","Ticket: #70778","PJ EMPRESARIAL"
"2023/06/19 12:35:40 PM GMT-3","juliana","#70771","INTERCAMBIO"
"2023/06/19 12:39:46 PM GMT-3","Natalia","Ticket: #70728","PF"
"2023/06/19 12:43:55 PM GMT-3","Andreia Santos","Ticket #70782","PF"
"2023/06/19 12:44:06 PM GMT-3","Caleb","Ticket: #70787","PJ EMPRESARIAL"
"2023/06/19 12:44:28 PM GMT-3","Caleb","Ticket: #70788","PJ EMPRESARIAL"
"2023/06/19 12:54:09 PM GMT-3","francine","Ticket #70693","PF"
"2023/06/19 12:57:57 PM GMT-3","francine","Ticket #70693","PF"
"2023/06/19 1:02:29 PM GMT-3","Caleb","Ticket: #70788","PJ EMPRESARIAL"
"2023/06/19 1:03:07 PM GMT-3","Caleb","Ticket: #70800","CAASC 0025"
"2023/06/19 1:04:02 PM GMT-3","Caleb","Ticket: #70796","PJ EMPRESARIAL"
"2023/06/19 1:04:28 PM GMT-3","francine","Ticket #70693","PF"
"2023/06/19 1:06:28 PM GMT-3","juliana"," #70780","PJ EMPRESARIAL"
"2023/06/19 1:10:14 PM GMT-3","Andreia Santos","Ticket #70785","PJ EMPRESARIAL"
"2023/06/19 1:11:35 PM GMT-3","Mallone","Ticket: #70784","PJ EMPRESARIAL"
"2023/06/19 1:13:42 PM GMT-3","juliana","#70781","PJ EMPRESARIAL"
"2023/06/19 1:13:52 PM GMT-3","Caleb","Ticket: #70813","PJ COLETIVO POR ADESÃO"
"2023/06/19 1:14:20 PM GMT-3","Milenna","Ticket #70806","PJ EMPRESARIAL"
"2023/06/19 1:14:24 PM GMT-3","Caleb","Ticket: #70814","UFSC"
"2023/06/19 1:14:32 PM GMT-3","Mallone","Ticket: #70792","PJ EMPRESARIAL"
"2023/06/19 1:14:42 PM GMT-3","Milenna","Ticket #70807","INTERCAMBIO"
"2023/06/19 1:19:02 PM GMT-3","francine","Ticket #70751","PJ COLETIVO POR ADESÃO"
"2023/06/19 1:20:01 PM GMT-3","Milenna","Ticket #70809","PF"
"2023/06/19 1:21:55 PM GMT-3","Milenna","Ticket #70809","PF"
"2023/06/19 1:22:30 PM GMT-3","Henrique Freitag","Ticket #70818","PF"
"2023/06/19 1:23:59 PM GMT-3","Caleb","Ticket: #70754","INTERCAMBIO"
"2023/06/19 1:25:45 PM GMT-3","Milenna","Ticket #70810","CAASC 0025"
"2023/06/19 1:26:25 PM GMT-3","juliana","#70793","PJ EMPRESARIAL"
"2023/06/19 1:26:53 PM GMT-3","Henrique Freitag","Ticket #70825","INTERCAMBIO"
"2023/06/19 1:28:24 PM GMT-3","Mallone","Ticket: #70802","PJ EMPRESARIAL"
"2023/06/19 1:30:25 PM GMT-3","Milenna","Ticket #70828","UFSC"
"2023/06/19 1:31:20 PM GMT-3","Milenna","Ticket #70829","PJ COLETIVO POR ADESÃO"
"2023/06/19 1:31:36 PM GMT-3","francine","Ticket #70720","PJ COLETIVO POR ADESÃO"
"2023/06/19 1:32:08 PM GMT-3","Milenna","Ticket #70830","PJ COLETIVO POR ADESÃO"
"2023/06/19 1:33:24 PM GMT-3","Henrique Freitag","Ticket #70823","PJ EMPRESARIAL"
"2023/06/19 1:34:13 PM GMT-3","Henrique Freitag","Ticket #70824","PJ EMPRESARIAL"
"2023/06/19 1:35:09 PM GMT-3","juliana"," #70812","OUTROS"
"2023/06/19 1:49:25 PM GMT-3","Caleb","Ticket: #70842","UFSC"
"2023/06/19 1:52:35 PM GMT-3","juliana","#70816","PJ COLETIVO POR ADESÃO"
"2023/06/19 1:54:40 PM GMT-3","juliana"," #70805","PJ EMPRESARIAL"
"2023/06/19 1:56:47 PM GMT-3","Milenna","Ticket #70832","UFSC"
"2023/06/19 1:58:07 PM GMT-3","Milenna","Ticket #70833","PJ COLETIVO POR ADESÃO"
"2023/06/19 2:00:40 PM GMT-3","juliana","#70794","PJ EMPRESARIAL"
"2023/06/19 2:01:27 PM GMT-3","MIlenna","Ticket #70837","PJ COLETIVO POR ADESÃO"
"2023/06/19 2:03:10 PM GMT-3","Milenna","Ticket #70838","PF"
"2023/06/19 2:03:16 PM GMT-3","Natalia","Ticket: #70850","INTERCAMBIO"
"2023/06/19 2:03:55 PM GMT-3","Milenna","Ticket #70840","PF"
"2023/06/19 2:04:22 PM GMT-3","Andreia Santos","Ticket #70851","UFSC"
"2023/06/19 2:05:29 PM GMT-3","Milenna","Ticket #70845","UFSC"
"2023/06/19 2:05:50 PM GMT-3","Natalia","Ticket: #70855","PJ EMPRESARIAL"
"2023/06/19 2:06:27 PM GMT-3","Natalia","Ticket: #70854","FUNDAÇOES"
"2023/06/19 2:06:59 PM GMT-3","Andreia Santos","Ticket #70856","PJ COLETIVO POR ADESÃO"
"2023/06/19 2:10:16 PM GMT-3","Andreia Santos","Ticket #70859","PJ COLETIVO POR ADESÃO"
"2023/06/19 2:14:33 PM GMT-3","Henrique Freitag","Ticket #70619","OUTROS"
"2023/06/19 2:15:12 PM GMT-3","Tamires Oliveira ","Ticket #70757 ","PF"
"2023/06/19 2:16:53 PM GMT-3","juliana"," #70772","PJ EMPRESARIAL"
"2023/06/19 2:17:53 PM GMT-3","Tamires Olivera ","Ticket #70750","PJ EMPRESARIAL"
"2023/06/19 2:20:51 PM GMT-3","Tamires Oliveria ","Ticket #70737","PJ EMPRESARIAL"
"2023/06/19 2:24:42 PM GMT-3","Caleb","Ticket: #70874","PJ EMPRESARIAL"
"2023/06/19 2:25:07 PM GMT-3","juliana","#70776","PJ COLETIVO POR ADESÃO"
"2023/06/19 2:25:22 PM GMT-3","Mallone","Ticket: #70790","PJ EMPRESARIAL"
"2023/06/19 2:27:35 PM GMT-3","Natalia","Ticket: #70873","PJ EMPRESARIAL"
"2023/06/19 2:27:47 PM GMT-3","Mallone","Ticket: #70822","UFSC"
"2023/06/19 2:33:04 PM GMT-3","Tamires Oliveira ","Ticket #70749","INTERCAMBIO"
"2023/06/19 2:33:35 PM GMT-3","Milenna","Ticket #70875","PJ COLETIVO POR ADESÃO"
"2023/06/19 2:33:36 PM GMT-3","Tamires Oliveira ","Ticket #70744","PJ EMPRESARIAL"
"2023/06/19 2:34:10 PM GMT-3","VAL","Ticket #70881","PJ EMPRESARIAL"
"2023/06/19 2:34:32 PM GMT-3","Tamires Oliveira ","Ticket #70757","PF"
"2023/06/19 2:35:39 PM GMT-3","Milenna","Ticket #70876","INTERCAMBIO"
"2023/06/19 2:36:11 PM GMT-3","VAL","Ticket #70885","PJ EMPRESARIAL"
"2023/06/19 2:36:28 PM GMT-3","Tamires Oliveira ","Ticket #70759-","PF"
"2023/06/19 2:36:58 PM GMT-3","Milenna","Ticket #70877","PF"
"2023/06/19 2:37:41 PM GMT-3","Milenna","Ticket #70878","PF"
"2023/06/19 2:39:15 PM GMT-3","VAL","Ticket #70884","OUTROS"
"2023/06/19 2:40:41 PM GMT-3","Milena","Ticket: #70676","INTERCAMBIO"
"2023/06/19 2:41:19 PM GMT-3","VAL","Ticket #70889","PJ COLETIVO POR ADESÃO"
"2023/06/19 2:42:24 PM GMT-3","juliana","#70795","PF"
"2023/06/19 2:42:58 PM GMT-3","juliana","#70797","OUTROS"
"2023/06/19 2:44:48 PM GMT-3","Nicoly","Ticket: #70887","UFSC"
"2023/06/19 2:45:38 PM GMT-3","Nicoly","Ticket: #70896","CAASC 0025"
"2023/06/19 2:46:03 PM GMT-3","juliana"," #70798","PF"
"2023/06/19 2:51:32 PM GMT-3","Caleb","Ticket: #70902","PJ EMPRESARIAL"
"2023/06/19 2:57:39 PM GMT-3","Nicoly","Ticket: #70897","UFSC"
"2023/06/19 2:57:46 PM GMT-3","Milena","Ticket: #70714","INTERCAMBIO"
"2023/06/19 2:58:05 PM GMT-3","Milena","Ticket: #70699","INTERCAMBIO"
"2023/06/19 2:58:31 PM GMT-3","Milena","Ticket: #70715","PJ EMPRESARIAL"
"2023/06/19 2:58:57 PM GMT-3","Milena","Ticket: #70700","PJ EMPRESARIAL"
"2023/06/19 2:59:12 PM GMT-3","JULIANA","#70799","PJ COLETIVO POR ADESÃO"
"2023/06/19 2:59:43 PM GMT-3","Milena","Ticket: #70698","OUTROS"
"2023/06/19 3:00:23 PM GMT-3","Milena","Ticket: #70641","PJ EMPRESARIAL"
"2023/06/19 3:05:28 PM GMT-3","Nicoly","Ticket: #70892","PJ EMPRESARIAL"
"2023/06/19 3:08:23 PM GMT-3","Renato","Ticket #70918","PJ EMPRESARIAL"
"2023/06/19 3:09:17 PM GMT-3","Nicoly","Ticket: #70888","PF"
"2023/06/19 3:11:49 PM GMT-3","VAL","Ticket #70921","PJ EMPRESARIAL"
"2023/06/19 3:12:15 PM GMT-3","francine","Ticket #70839","INTERCAMBIO"
"2023/06/19 3:13:35 PM GMT-3","VAL","Ticket #70920","PJ EMPRESARIAL"
"2023/06/19 3:15:32 PM GMT-3","francine","Ticket #70836","PJ COLETIVO POR ADESÃO"
"2023/06/19 3:18:31 PM GMT-3","Nicoly","Ticket: #70926","UFSC"
"2023/06/19 3:20:54 PM GMT-3","Tamires Oliveira ","Ticket #70761","PJ EMPRESARIAL"
"2023/06/19 3:25:53 PM GMT-3","juliana","#70801","PF"
"2023/06/19 3:26:16 PM GMT-3","lucas","Ticket: #70942","PJ COLETIVO POR ADESÃO"
"2023/06/19 3:27:13 PM GMT-3","Nicoly","Ticket: #70941","OUTROS"
"2023/06/19 3:27:44 PM GMT-3","lucas","Ticket: #70943","UFSC"
"2023/06/19 3:27:46 PM GMT-3","Natalia","Ticket: #70950","PJ EMPRESARIAL"
"2023/06/19 3:30:28 PM GMT-3","lucas","Ticket: #70954","PJ COLETIVO POR ADESÃO"
"2023/06/19 3:31:27 PM GMT-3","francine","70687","PF"
"2023/06/19 3:34:43 PM GMT-3","Davi","Ticket #70929","PJ EMPRESARIAL"
"2023/06/19 3:35:25 PM GMT-3","Davi","Ticket #70862","PJ EMPRESARIAL"
"2023/06/19 3:36:02 PM GMT-3","Davi","Ticket #70863","PJ EMPRESARIAL"
"2023/06/19 3:36:50 PM GMT-3","Davi","Ticket #70933","PJ EMPRESARIAL"
"2023/06/19 3:37:21 PM GMT-3","Davi","Ticket #70934","PJ COLETIVO POR ADESÃO"
"2023/06/19 3:37:47 PM GMT-3","Davi","Ticket #70935","PF"
"2023/06/19 3:38:02 PM GMT-3","lucas","Ticket: #70949","PJ COLETIVO POR ADESÃO"
"2023/06/19 3:38:09 PM GMT-3","Davi","Ticket #70869","INTERCAMBIO"
"2023/06/19 3:38:38 PM GMT-3","Davi","Ticket #70870","PF"
"2023/06/19 3:39:06 PM GMT-3","Tamires Oliveira ","Ticket #70882","INTERCAMBIO"
"2023/06/19 3:39:10 PM GMT-3","Davi","Ticket #70871","PJ EMPRESARIAL"
"2023/06/19 3:39:45 PM GMT-3","Nicoly","Ticket: #70906","OUTROS"
"2023/06/19 3:39:57 PM GMT-3","Nicoly","Ticket: #70915","PJ EMPRESARIAL"
"2023/06/19 3:40:29 PM GMT-3","Davi","Ticket #70899","UFSC"
"2023/06/19 3:40:59 PM GMT-3","francine","Ticket #70760","PJ COLETIVO POR ADESÃO"
"2023/06/19 3:41:22 PM GMT-3","Tamires Oliveira ","Ticket #70900","PJ COLETIVO POR ADESÃO"
"2023/06/19 3:43:29 PM GMT-3","juliana","#70804","PJ COLETIVO POR ADESÃO"
"2023/06/19 3:45:24 PM GMT-3","Nicoly","Ticket: #70914","PJ EMPRESARIAL"
"2023/06/19 3:46:39 PM GMT-3","juliana","#70815","PJ EMPRESARIAL"
"2023/06/19 3:48:13 PM GMT-3","lucas","Ticket: #70945","PJ COLETIVO POR ADESÃO"
"2023/06/19 3:49:08 PM GMT-3","juliana","#70820","PJ EMPRESARIAL"
"2023/06/19 3:49:27 PM GMT-3","lucas","Ticket: #70949","PJ COLETIVO POR ADESÃO"
"2023/06/19 3:50:11 PM GMT-3","Renato","Ticket #70919","PJ EMPRESARIAL"
"2023/06/19 3:50:29 PM GMT-3","Tamires Oliveira ","Ticket #70868","PJ EMPRESARIAL"
"2023/06/19 3:51:54 PM GMT-3","Natalia","Ticket: #70974","PJ COLETIVO POR ADESÃO"
"2023/06/19 3:52:02 PM GMT-3","Rômulo","Ticket #70972","UFSC"
"2023/06/19 3:52:24 PM GMT-3","Natalia","Ticket: #70967","OUTROS"
"2023/06/19 3:54:26 PM GMT-3","Nicoly","Ticket: #70925","PF"
"2023/06/19 3:54:34 PM GMT-3","Rômulo","Ticket #70975","PJ EMPRESARIAL"
"2023/06/19 3:55:16 PM GMT-3","Natalia","Ticket: #70974","PJ COLETIVO POR ADESÃO"
"2023/06/19 3:57:29 PM GMT-3","Rômulo","Ticket #70977","PF"
"2023/06/19 3:58:34 PM GMT-3","Rômulo","Ticket #70982","PJ EMPRESARIAL"
"2023/06/19 3:58:55 PM GMT-3","Rômulo","Ticket #70981","PJ EMPRESARIAL"
"2023/06/19 3:58:59 PM GMT-3","Renato","Ticket #70922","PJ EMPRESARIAL"
"2023/06/19 3:59:21 PM GMT-3","lucas","Ticket: #70980","UFSC"
"2023/06/19 3:59:23 PM GMT-3","Rômulo","Ticket #70978","PJ EMPRESARIAL"
"2023/06/19 4:02:23 PM GMT-3","Rômulo","Ticket #70986","PJ COLETIVO POR ADESÃO"
"2023/06/19 4:03:29 PM GMT-3","Rômulo","Ticket #70989","INTERCAMBIO"
"2023/06/19 4:09:02 PM GMT-3","Rômulo","Ticket #70991","PF"
"2023/06/19 4:09:58 PM GMT-3","francine","#70853","INTERCAMBIO"
"2023/06/19 4:10:17 PM GMT-3","Tamires Oliveira ","Ticket #70883","PJ EMPRESARIAL"
"2023/06/19 4:10:32 PM GMT-3","Rômulo","Ticket #70979","INTERCAMBIO"
"2023/06/19 4:13:50 PM GMT-3","Renato","Ticket #70930","PJ EMPRESARIAL"
"2023/06/19 4:14:44 PM GMT-3","Tamires Oliveira ","Ticket #70843","PF"
"2023/06/19 4:14:52 PM GMT-3","Rômulo","Ticket #70996","PJ COLETIVO POR ADESÃO"
"2023/06/19 4:15:21 PM GMT-3","Rômulo","Ticket #70997","PJ COLETIVO POR ADESÃO"
"2023/06/19 4:15:56 PM GMT-3","Tamires Oliveira ","Ticket #70883","PF"
"2023/06/19 4:16:00 PM GMT-3","Rômulo","Ticket #70995","PJ EMPRESARIAL"
"2023/06/19 4:16:37 PM GMT-3","lucas","Ticket: #70954","PJ COLETIVO POR ADESÃO"
"2023/06/19 4:16:56 PM GMT-3","Rômulo","Ticket #71001","INTERCAMBIO"
"2023/06/19 4:21:46 PM GMT-3","lucas","Ticket: #70957","PJ EMPRESARIAL"
"2023/06/19 4:22:26 PM GMT-3","Rômulo","Ticket #71004","PJ EMPRESARIAL"
"2023/06/19 4:29:52 PM GMT-3","Rômulo","Ticket #71006","INTERCAMBIO"
"2023/06/19 4:30:05 PM GMT-3","Natalia","Ticket: #71009","PJ EMPRESARIAL"
"2023/06/19 4:30:27 PM GMT-3","Rômulo","Ticket #71004","PJ EMPRESARIAL"
"2023/06/19 4:32:01 PM GMT-3","Nicoly","Ticket: #70911","PF"
